,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
5288,Brooklyn,40.68649,-73.92783,Private room,49,1,2.19,69
26256,Manhattan,40.75603,-73.99511,Private room,430,1,1.97,287
22171,Manhattan,40.7503,-73.97747,Private room,75,4,0.0,87
22320,Manhattan,40.72608,-74.00022,Entire home/apt,240,1,1.73,338
12679,Brooklyn,40.72842,-73.9421,Private room,43,4,0.34,3
5836,Brooklyn,40.71755,-73.96419,Private room,60,2,2.1,77
26682,Bronx,40.84752,-73.92293000000002,Private room,130,1,0.0,180
23398,Queens,40.74649,-73.9525,Private room,70,15,1.32,135
1299,Manhattan,40.77043,-73.9515,Entire home/apt,150,25,0.05,207
10399,Manhattan,40.82349,-73.94053000000002,Private room,80,2,0.32,8
28221,Manhattan,40.78192,-73.97959,Entire home/apt,900,3,1.0,57
8003,Manhattan,40.79433,-73.96518,Entire home/apt,200,30,0.13,337
4045,Manhattan,40.7401,-73.97994,Entire home/apt,150,2,0.41,12
17894,Brooklyn,40.70522,-73.93075,Private room,51,1,0.84,310
3221,Manhattan,40.76649000000001,-73.96453000000002,Entire home/apt,200,5,0.84,25
19775,Brooklyn,40.6909,-73.92662,Entire home/apt,140,3,2.33,134
16840,Manhattan,40.80793,-73.95127,Entire home/apt,225,2,0.24,6
22386,Manhattan,40.76719,-73.95253000000002,Entire home/apt,200,5,0.2,24
27933,Staten Island,40.6357,-74.15478,Entire home/apt,80,1,4.0,140
28652,Brooklyn,40.7128,-73.94341999999997,Entire home/apt,199,7,0.0,33
515,Manhattan,40.73833,-73.98186,Entire home/apt,195,30,1.59,325
25609,Manhattan,40.72681,-74.00455,Entire home/apt,200,2,0.0,47
3988,Bronx,40.87829,-73.89336999999998,Private room,57,3,0.43,311
25387,Manhattan,40.72493,-73.99318000000002,Entire home/apt,106,7,0.94,3
27756,Queens,40.67565,-73.84676999999998,Entire home/apt,60,3,3.43,170
26011,Brooklyn,40.70445,-73.94491,Private room,75,4,2.27,6
1921,Brooklyn,40.70816,-73.93930999999998,Entire home/apt,150,2,0.53,296
1317,Manhattan,40.83378,-73.94966,Private room,85,1,0.01,365
27251,Manhattan,40.78673,-73.97304,Entire home/apt,130,30,0.0,280
7534,Queens,40.74852,-73.8889,Private room,50,1,0.0,188
6880,Manhattan,40.73307,-73.9835,Private room,80,2,0.54,362
30374,Brooklyn,40.70906,-73.95544,Private room,75,3,0.0,7
22759,Brooklyn,40.69157,-73.91288,Entire home/apt,155,2,1.0,10
15293,Manhattan,40.71775,-74.00607,Entire home/apt,450,14,0.77,365
198,Manhattan,40.76193,-73.9501,Private room,120,7,0.3,341
11598,Brooklyn,40.69892,-73.9302,Private room,72,1,1.82,180
10700,Manhattan,40.78864,-73.97683,Entire home/apt,300,2,0.53,105
15849,Manhattan,40.74891,-73.97887,Entire home/apt,305,30,0.17,326
10967,Queens,40.77707,-73.91887,Entire home/apt,90,5,0.49,1
7537,Manhattan,40.76687,-73.98273,Entire home/apt,400,30,0.06,188
27768,Brooklyn,40.71114,-73.96153000000002,Private room,70,14,0.0,139
8812,Brooklyn,40.68398,-73.94100999999998,Entire home/apt,90,2,3.08,262
27404,Brooklyn,40.68727,-73.94736,Private room,56,1,3.06,1
13395,Brooklyn,40.70011,-73.92241,Private room,100,1,5.88,74
11240,Brooklyn,40.71738,-73.94158,Private room,69,2,2.14,42
28970,Brooklyn,40.69924,-73.99296,Entire home/apt,150,2,0.0,74
1397,Manhattan,40.78689,-73.97314,Entire home/apt,300,30,1.24,284
25309,Manhattan,40.71626,-74.00256999999998,Private room,200,4,1.97,327
19176,Manhattan,40.7334,-74.00323,Entire home/apt,180,3,2.09,162
2821,Brooklyn,40.68611,-73.99031,Entire home/apt,250,6,0.09,56
15007,Manhattan,40.77466,-73.94748,Entire home/apt,150,30,0.29,140
15728,Manhattan,40.85265,-73.93247,Private room,35,20,0.11,267
21858,Manhattan,40.73767,-73.99739,Entire home/apt,321,30,0.39,310
7056,Manhattan,40.72962,-73.98078000000002,Entire home/apt,120,30,0.11,338
25431,Queens,40.70811,-73.91054,Private room,60,3,1.15,264
12314,Queens,40.59326,-73.76037,Private room,40,1,1.33,36
16622,Queens,40.74664,-73.95039,Private room,85,1,0.71,365
11981,Manhattan,40.8042,-73.95669000000002,Private room,75,2,1.57,1
2681,Manhattan,40.78498,-73.97284,Entire home/apt,350,1,0.14,365
14865,Brooklyn,40.70778,-73.94411,Entire home/apt,150,7,0.83,128
9255,Manhattan,40.7632,-73.98875,Private room,149,2,3.5,70
6577,Manhattan,40.79285,-73.967,Entire home/apt,175,30,0.18,280
21968,Manhattan,40.73567,-73.98403,Shared room,69,2,1.44,62
10586,Brooklyn,40.70279,-73.9289,Private room,31,7,0.06,89
5766,Brooklyn,40.68053,-73.90879,Private room,63,1,2.18,240
23681,Manhattan,40.72026,-73.98787,Private room,80,20,0.48,3
2594,Queens,40.74527,-73.91693000000002,Private room,60,1,0.16,184
19798,Brooklyn,40.69313,-73.95533,Shared room,39,1,1.33,365
23,Manhattan,40.7292,-73.98541999999998,Entire home/apt,180,14,0.24,67
7389,Brooklyn,40.64261,-73.95779,Entire home/apt,219,2,2.93,275
2160,Brooklyn,40.70045,-73.93831999999998,Private room,65,5,0.02,169
135,Brooklyn,40.71536,-73.96056999999998,Private room,125,3,1.61,1
29022,Queens,40.74174,-73.90817,Entire home/apt,179,1,1.0,321
5201,Brooklyn,40.6746,-73.97901,Entire home/apt,275,30,0.25,70
1130,Manhattan,40.72912,-73.98355,Entire home/apt,95,3,0.47,15
14231,Queens,40.77511,-73.91991999999998,Entire home/apt,85,1,6.03,46
5089,Manhattan,40.73637,-73.98619000000002,Entire home/apt,399,1,0.61,354
12487,Queens,40.74509000000001,-73.94904,Entire home/apt,120,5,0.32,7
12526,Manhattan,40.7483,-74.00031,Entire home/apt,135,2,0.41,5
12860,Queens,40.70847,-73.82961,Entire home/apt,150,6,0.12,36
12709,Manhattan,40.74175,-73.99104,Entire home/apt,350,2,0.0,205
11249,Brooklyn,40.71354,-73.95011,Private room,45,28,0.72,297
11405,Queens,40.75708,-73.81268,Private room,51,2,4.63,355
17811,Staten Island,40.63705,-74.07722,Private room,80,1,0.34,29
20042,Queens,40.74258,-73.9031,Private room,55,30,0.32,1
25726,Brooklyn,40.71439,-73.9409,Private room,90,2,1.18,174
12292,Bronx,40.82964000000001,-73.92882,Private room,60,3,0.67,66
16440,Brooklyn,40.65435,-73.93785,Private room,70,3,0.3,365
30554,Manhattan,40.75579000000001,-73.99094000000002,Shared room,260,1,0.0,168
12191,Manhattan,40.79631,-73.94348000000002,Private room,79,3,2.67,263
5333,Queens,40.76219,-73.91963,Entire home/apt,135,1,4.65,89
8820,Brooklyn,40.6415,-73.88739,Entire home/apt,90,2,1.47,64
13961,Brooklyn,40.68863,-73.91887,Private room,40,2,1.25,8
10198,Brooklyn,40.68898,-73.94756,Private room,53,1,1.9,188
12902,Brooklyn,40.67014,-73.99276,Private room,79,1,3.53,353
16469,Manhattan,40.74922,-73.97744,Entire home/apt,120,30,0.09,47
16452,Manhattan,40.80569000000001,-73.94848,Entire home/apt,450,3,3.21,302
4517,Manhattan,40.8545,-73.93169,Shared room,50,1,0.0,89
13749,Bronx,40.88192,-73.86186,Private room,60,1,3.55,283
20472,Queens,40.75024000000001,-73.88409,Entire home/apt,200,5,1.0,38
27636,Manhattan,40.70659000000001,-74.00632,Entire home/apt,137,29,0.0,318
22015,Brooklyn,40.61964,-74.02518,Private room,90,2,0.16,79
11250,Brooklyn,40.71531,-73.94986,Private room,75,1,0.56,325
16130,Bronx,40.85989,-73.91189,Private room,60,2,0.46,156
11895,Bronx,40.83117,-73.87566,Private room,43,2,2.71,59
23183,Manhattan,40.7857,-73.94578,Entire home/apt,99,1,4.23,81
501,Manhattan,40.72709,-73.98274,Private room,90,1,1.15,333
14514,Brooklyn,40.6703,-73.94181999999998,Entire home/apt,250,3,2.33,52
28364,Brooklyn,40.71004,-73.95577,Entire home/apt,180,2,1.87,23
12268,Queens,40.74242,-73.92596999999998,Private room,40,10,0.06,2
28385,Manhattan,40.73735,-73.98425,Entire home/apt,250,2,1.0,10
8610,Queens,40.75903,-73.92943000000002,Entire home/apt,255,2,3.18,268
28957,Queens,40.66969,-73.77464,Private room,75,2,0.0,90
1473,Brooklyn,40.71216,-73.96325999999998,Private room,98,3,1.01,268
1462,Queens,40.7525,-73.81126,Entire home/apt,81,1,4.09,263
10937,Brooklyn,40.6392,-73.94731999999998,Private room,32,30,0.04,124
17212,Manhattan,40.73735,-74.0004,Entire home/apt,160,30,0.71,156
15159,Brooklyn,40.71233,-73.94118,Private room,80,1,1.67,13
17243,Manhattan,40.70335,-74.0086,Entire home/apt,229,29,0.0,220
27202,Queens,40.59495,-73.78869,Entire home/apt,130,1,5.0,350
24792,Brooklyn,40.69657,-73.94578,Private room,65,3,0.63,119
5129,Brooklyn,40.6566,-73.96162,Entire home/apt,150,2,0.37,336
25845,Manhattan,40.80037,-73.9594,Private room,60,30,0.0,311
13448,Brooklyn,40.68541,-73.96188000000002,Entire home/apt,114,12,1.19,13
14024,Brooklyn,40.64162,-73.90915,Private room,80,3,0.05,364
22767,Manhattan,40.74382,-74.00463,Entire home/apt,250,30,0.34,233
10964,Brooklyn,40.68498,-73.92613,Entire home/apt,91,10,0.97,12
3966,Queens,40.71873,-73.80324,Entire home/apt,64,2,3.47,234
1697,Brooklyn,40.68185,-73.90655,Entire home/apt,185,4,1.33,215
21581,Manhattan,40.75264,-73.96543,Entire home/apt,714,28,0.0,257
28960,Queens,40.74511,-73.82909000000002,Private room,55,1,0.0,59
2873,Queens,40.74627,-73.94666,Private room,95,2,1.98,39
21124,Brooklyn,40.68536,-73.92222,Private room,37,18,0.33,341
1002,Brooklyn,40.70989,-73.95347,Entire home/apt,250,30,0.01,250
3552,Manhattan,40.82019,-73.95448,Entire home/apt,120,25,0.11,225
5287,Manhattan,40.81666,-73.96074,Entire home/apt,105,15,0.69,5
24157,Manhattan,40.72704,-73.98916,Private room,55,30,0.0,365
3378,Manhattan,40.7942,-73.94136,Private room,58,21,0.04,331
13018,Brooklyn,40.66966,-73.93719,Entire home/apt,99,3,1.72,91
15865,Manhattan,40.72822,-73.99239,Entire home/apt,175,7,1.01,2
7945,Brooklyn,40.69537,-73.93494,Private room,55,1,0.75,22
10295,Brooklyn,40.72388,-73.9404,Entire home/apt,150,3,0.0,364
11263,Manhattan,40.71264,-73.99893,Entire home/apt,80,2,0.43,8
26833,Brooklyn,40.71879000000001,-73.95993,Private room,90,1,5.59,58
23432,Manhattan,40.83583,-73.93847,Entire home/apt,120,3,2.0,116
9216,Brooklyn,40.68796,-73.91991,Private room,45,2,0.68,5
9750,Manhattan,40.75368,-73.97358,Private room,198,2,0.89,333
23451,Brooklyn,40.69213,-73.90248000000003,Private room,65,2,2.81,344
9630,Queens,40.7385,-73.91993000000002,Private room,50,1,4.25,323
1372,Manhattan,40.74372,-74.00021,Entire home/apt,240,7,0.37,330
19523,Bronx,40.84184000000001,-73.84966999999997,Private room,28,1,2.65,123
1856,Brooklyn,40.68919,-73.95399,Private room,50,30,0.03,253
26438,Manhattan,40.75093,-73.99523,Private room,199,1,0.57,363
29622,Brooklyn,40.64078,-73.90575,Entire home/apt,110,2,1.0,360
14690,Brooklyn,40.68885,-73.91353000000002,Entire home/apt,149,1,5.35,115
18280,Brooklyn,40.70528,-73.934,Entire home/apt,250,3,0.71,17
15499,Manhattan,40.76716,-73.98779,Entire home/apt,295,1,6.68,125
3524,Manhattan,40.74915,-73.97196,Entire home/apt,87,30,0.12,340
23052,Manhattan,40.78331,-73.97686999999998,Entire home/apt,300,2,0.22,188
9320,Brooklyn,40.69168,-73.9406,Private room,45,3,0.15,220
29765,Brooklyn,40.70757,-73.94247,Private room,49,5,0.0,4
21870,Manhattan,40.77779,-73.98459,Entire home/apt,306,30,0.0,336
2705,Queens,40.70206,-73.90935999999998,Private room,59,3,1.61,87
16277,Manhattan,40.72677,-73.9911,Entire home/apt,500,4,0.4,121
10564,Manhattan,40.7115,-73.99903,Entire home/apt,190,2,1.47,112
8018,Manhattan,40.72997,-73.98009,Private room,60,3,1.31,240
7308,Manhattan,40.82903,-73.94747,Private room,60,3,3.16,82
8925,Manhattan,40.74779,-73.9966,Private room,85,1,1.6,355
24368,Brooklyn,40.68908,-73.9522,Private room,93,1,0.0,77
30219,Brooklyn,40.6963,-73.94365,Private room,77,2,0.0,170
25353,Manhattan,40.72078,-74.00726,Entire home/apt,300,4,2.88,20
448,Brooklyn,40.71137,-73.94362,Private room,100,2,2.85,254
2687,Brooklyn,40.69329000000001,-73.95607,Private room,75,3,0.08,334
7108,Manhattan,40.83,-73.94931,Private room,65,30,0.0,308
3306,Brooklyn,40.64246,-73.95443,Private room,38,3,1.3,253
15921,Brooklyn,40.67413,-73.9398,Private room,42,2,0.64,10
21276,Brooklyn,40.70113,-73.92893000000002,Private room,45,3,0.56,276
23389,Queens,40.74372,-73.92416,Entire home/apt,200,1,1.0,179
17494,Manhattan,40.76353,-73.98839,Shared room,69,1,1.84,208
25092,Manhattan,40.77399000000001,-73.9461,Private room,217,1,1.94,242
11610,Brooklyn,40.69502,-73.9478,Entire home/apt,80,21,0.05,66
23073,Brooklyn,40.70426,-73.92111,Entire home/apt,200,4,0.0,66
5475,Brooklyn,40.6536,-73.97546,Entire home/apt,143,14,0.04,10
8772,Manhattan,40.76638,-73.99013000000002,Entire home/apt,176,4,2.99,143
1169,Queens,40.74746,-73.89712,Entire home/apt,120,3,1.52,253
16499,Brooklyn,40.7118,-73.96344,Private room,89,2,2.0,103
18575,Brooklyn,40.70756,-73.94269,Private room,76,2,2.54,330
21893,Queens,40.66784000000001,-73.75357,Entire home/apt,150,1,0.7,162
11959,Manhattan,40.76207,-73.9858,Private room,120,1,2.09,5
29932,Brooklyn,40.69617,-73.92588,Shared room,39,1,0.0,28
4156,Manhattan,40.7734,-73.95357,Entire home/apt,99,30,0.11,332
20653,Brooklyn,40.68457,-73.93456,Entire home/apt,150,2,4.86,31
2406,Manhattan,40.80026,-73.95196999999997,Shared room,45,3,3.36,312
7325,Brooklyn,40.6725,-73.93981,Entire home/apt,98,3,3.1,342
12489,Brooklyn,40.68627,-73.94106,Entire home/apt,130,2,1.14,10
21000,Brooklyn,40.71818,-73.95945,Entire home/apt,300,2,2.06,273
13215,Manhattan,40.81698,-73.93968000000002,Private room,70,1,0.39,89
16927,Manhattan,40.71339,-73.98684,Entire home/apt,139,3,3.45,28
24268,Manhattan,40.85019000000001,-73.93004,Entire home/apt,50,2,4.25,51
23170,Manhattan,40.71805,-73.98675,Entire home/apt,225,25,3.63,268
1809,Queens,40.77147,-73.9166,Private room,69,2,1.39,124
17696,Queens,40.71293,-73.88401999999998,Private room,70,2,1.82,224
4452,Queens,40.71158,-73.85273000000002,Private room,80,1,0.35,59
1779,Brooklyn,40.64298,-73.89035,Entire home/apt,99,1,1.28,311
2772,Queens,40.75799,-73.92005999999998,Private room,75,7,2.93,193
22822,Manhattan,40.72435,-73.98715,Entire home/apt,225,5,0.37,90
1072,Brooklyn,40.6795,-73.9685,Entire home/apt,150,3,0.26,68
7747,Queens,40.74518,-73.91704,Entire home/apt,150,30,0.18,338
17167,Queens,40.74464,-73.86012,Private room,60,1,5.12,155
2411,Manhattan,40.72373,-73.99118,Private room,175,30,0.31,83
21907,Manhattan,40.7388,-73.997,Entire home/apt,361,30,0.0,157
15782,Manhattan,40.75988,-73.96115,Entire home/apt,100,30,0.34,229
12624,Manhattan,40.73384,-73.99616,Entire home/apt,499,30,0.44,365
22872,Manhattan,40.7297,-73.97995,Private room,169,3,0.0,14
7385,Manhattan,40.78119,-73.9468,Entire home/apt,200,5,0.17,67
1185,Brooklyn,40.67942,-73.96248,Entire home/apt,50,4,0.12,220
673,Brooklyn,40.70793,-73.91986999999997,Private room,65,5,1.42,46
9894,Brooklyn,40.7111,-73.94351999999998,Private room,95,3,0.73,5
10457,Bronx,40.86914,-73.8951,Private room,79,3,2.79,69
13036,Manhattan,40.71375,-73.98988,Private room,75,5,0.13,11
29886,Manhattan,40.77324,-73.95969000000002,Shared room,69,1,0.0,164
23982,Brooklyn,40.64941,-73.93451,Private room,33,1,3.09,37
8001,Queens,40.71915,-73.84397,Private room,65,2,0.77,333
17854,Queens,40.76648,-73.94098000000002,Private room,90,1,2.58,365
23320,Manhattan,40.72749,-74.0018,Entire home/apt,205,1,2.0,124
14312,Manhattan,40.82397,-73.95453,Private room,55,11,6.1,95
20560,Manhattan,40.7599,-73.96685,Entire home/apt,244,4,1.21,56
14459,Manhattan,40.76123,-73.99022,Entire home/apt,185,1,8.92,252
431,Brooklyn,40.67946,-73.96500999999998,Entire home/apt,215,3,0.35,156
20663,Brooklyn,40.68014,-73.96539,Entire home/apt,150,8,1.54,34
17121,Manhattan,40.75298,-73.96919,Entire home/apt,199,2,3.74,92
4600,Brooklyn,40.70882,-73.93705,Entire home/apt,122,4,0.41,306
5297,Manhattan,40.77635,-73.94813,Entire home/apt,888,2,0.86,35
25301,Manhattan,40.72656,-73.98758000000002,Entire home/apt,300,2,5.78,52
22787,Manhattan,40.76769,-73.98649,Private room,140,2,0.33,39
19579,Queens,40.74403,-73.92147,Private room,65,2,6.34,6
12615,Brooklyn,40.61249,-73.96018000000002,Shared room,32,7,0.09,320
15542,Queens,40.74711,-73.88188000000002,Entire home/apt,125,3,3.76,107
25363,Manhattan,40.72207,-73.99750999999998,Entire home/apt,173,5,0.76,3
238,Brooklyn,40.71069,-73.95175,Entire home/apt,130,10,0.48,152
900,Manhattan,40.79842,-73.96903,Entire home/apt,150,4,0.03,141
27235,Manhattan,40.82414,-73.95393,Private room,40,30,0.0,322
8478,Brooklyn,40.65549,-73.98111,Private room,55,2,1.36,75
9220,Brooklyn,40.68787,-73.95331999999998,Private room,83,1,3.46,307
8911,Manhattan,40.81142,-73.95134,Private room,69,15,0.54,106
3588,Brooklyn,40.69098,-73.97989,Entire home/apt,165,29,0.27,159
21667,Brooklyn,40.67672,-73.95839000000002,Private room,80,2,2.5,28
6741,Brooklyn,40.6454,-74.00782,Entire home/apt,155,1,3.14,225
21676,Manhattan,40.72866,-74.0013,Entire home/apt,258,2,0.61,10
6473,Manhattan,40.72403,-73.97740999999998,Private room,90,4,1.62,63
24366,Manhattan,40.70652000000001,-74.01048,Entire home/apt,396,2,1.8,323
12018,Queens,40.69252,-73.89533,Entire home/apt,150,3,0.93,292
24669,Manhattan,40.75628,-73.97072,Private room,375,1,1.13,179
4784,Manhattan,40.80593,-73.9583,Private room,70,2,3.92,202
409,Brooklyn,40.70925,-73.95425,Entire home/apt,179,4,0.24,25
5111,Manhattan,40.75674,-73.99774000000002,Private room,129,2,5.92,26
28954,Manhattan,40.8462,-73.93498000000002,Private room,80,3,1.0,112
12905,Bronx,40.84899,-73.90375,Entire home/apt,250,2,2.18,289
8574,Staten Island,40.63163,-74.09297,Entire home/apt,85,2,2.97,248
21029,Brooklyn,40.70932,-73.94792,Private room,90,1,0.13,32
27806,Queens,40.7473,-73.93914000000002,Private room,389,1,0.0,296
2610,Queens,40.70218,-73.91005,Private room,100,7,0.24,365
1782,Manhattan,40.8004,-73.95645,Private room,125,1,1.15,301
19014,Brooklyn,40.68737,-73.93478,Entire home/apt,125,1,6.26,261
24667,Brooklyn,40.69148,-73.94994,Entire home/apt,300,5,0.42,4
30204,Manhattan,40.73619,-73.98021999999997,Private room,88,18,0.0,33
26711,Queens,40.74368,-73.92421,Private room,88,8,0.0,363
19683,Manhattan,40.78471,-73.9716,Entire home/apt,199,1,8.72,22
16026,Brooklyn,40.71339,-73.94873,Entire home/apt,750,5,0.13,178
12697,Bronx,40.85152,-73.86121,Private room,39,1,2.38,39
28824,Brooklyn,40.67606,-73.98250999999998,Entire home/apt,150,3,0.0,232
7547,Manhattan,40.84077,-73.93924,Entire home/apt,85,30,0.17,311
14769,Manhattan,40.76656,-73.98848000000002,Entire home/apt,487,4,2.61,198
20793,Queens,40.73753,-73.92233,Shared room,29,5,0.27,23
17720,Manhattan,40.71829,-73.9978,Entire home/apt,174,30,0.0,89
5338,Brooklyn,40.6886,-73.97409,Entire home/apt,275,4,0.02,146
4168,Manhattan,40.80038,-73.94655999999998,Entire home/apt,175,3,0.8,280
22945,Manhattan,40.76878,-73.98737,Entire home/apt,200,4,1.8,80
11165,Brooklyn,40.60382,-74.01083,Private room,45,4,0.65,17
20923,Manhattan,40.74355,-73.97936,Shared room,39,2,0.52,326
18221,Manhattan,40.75047,-73.96935,Entire home/apt,140,30,0.26,311
8998,Brooklyn,40.68374,-73.9447,Private room,68,2,3.8,245
8444,Brooklyn,40.68582,-73.92926,Private room,49,1,2.44,239
21976,Manhattan,40.72493,-73.99061,Entire home/apt,308,1,6.46,269
8509,Brooklyn,40.69056,-73.97752,Entire home/apt,175,2,3.54,298
12157,Bronx,40.83051,-73.82511,Entire home/apt,95,1,10.34,345
15110,Manhattan,40.78242,-73.98380999999998,Entire home/apt,400,3,1.88,69
7933,Manhattan,40.7411,-73.99024,Entire home/apt,525,5,1.26,314
6554,Brooklyn,40.68503,-73.93809,Entire home/apt,140,29,0.31,339
25567,Manhattan,40.75923,-73.9865,Entire home/apt,207,29,0.0,331
20661,Brooklyn,40.69686,-73.97315,Private room,60,2,2.39,113
18114,Brooklyn,40.6417,-73.96554,Entire home/apt,150,4,1.57,52
5689,Manhattan,40.77756,-73.94859,Private room,140,7,0.6,204
901,Manhattan,40.72232,-73.98686,Entire home/apt,104,3,0.7,6
950,Manhattan,40.83064,-73.94076,Entire home/apt,170,1,0.58,17
29394,Brooklyn,40.69069,-73.9298,Entire home/apt,399,3,3.0,235
11903,Brooklyn,40.64217,-73.9593,Entire home/apt,125,20,0.0,4
2577,Brooklyn,40.71558,-73.94355,Entire home/apt,149,2,0.73,171
22223,Queens,40.76226,-73.82459,Private room,60,1,0.87,365
9280,Queens,40.77063,-73.8098,Private room,75,2,2.42,159
1280,Brooklyn,40.68176,-73.914,Entire home/apt,149,2,0.88,329
8716,Brooklyn,40.717,-73.96183,Entire home/apt,145,1,1.74,11
18848,Queens,40.74344,-73.91076,Private room,51,3,3.65,146
8107,Queens,40.74037,-73.8861,Private room,75,1,0.92,351
78,Brooklyn,40.70032,-73.9383,Private room,65,4,0.28,317
5099,Bronx,40.82809,-73.9159,Entire home/apt,65,4,2.3,210
22242,Manhattan,40.79179,-73.93524000000002,Private room,52,2,1.6,5
15605,Manhattan,40.79728,-73.97348000000002,Private room,100,1,1.66,270
16197,Manhattan,40.72921,-73.98629,Entire home/apt,95,3,0.37,5
27340,Queens,40.72774,-73.73461999999998,Entire home/apt,99,1,4.86,15
28255,Queens,40.73611,-73.86401,Private room,36,1,1.76,62
24272,Manhattan,40.74149,-73.99701,Entire home/apt,139,3,1.17,58
30085,Brooklyn,40.69953,-73.92154000000002,Entire home/apt,110,1,1.0,353
25188,Brooklyn,40.69644,-73.94113,Private room,100,1,0.0,359
19631,Brooklyn,40.71801,-73.95573,Entire home/apt,190,4,0.21,4
4191,Queens,40.7312,-73.78579,Entire home/apt,375,2,0.66,351
17659,Brooklyn,40.678,-73.93974,Private room,75,1,1.93,170
29992,Brooklyn,40.68444,-73.95546999999998,Private room,35,30,0.0,43
11264,Brooklyn,40.61364,-74.0354,Entire home/apt,160,2,0.42,313
27207,Brooklyn,40.68587,-73.96434,Private room,60,1,1.0,97
19347,Manhattan,40.70427,-74.00964,Entire home/apt,285,30,0.12,324
2995,Brooklyn,40.65541,-73.9761,Entire home/apt,200,5,0.78,78
17280,Manhattan,40.78585,-73.97069,Entire home/apt,132,30,0.12,236
