,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
21417,Queens,40.77811,-73.91065,Private room,70,1,5,4.69,2,31
3927,Manhattan,40.711490000000005,-73.99721,Private room,65,3,8,1.71,1,123
11771,Brooklyn,40.68481,-73.9656,Entire home/apt,115,5,1,0.02,1,0
15903,Queens,40.75166,-73.94028,Private room,60,1,36,1.05,1,316
771,Manhattan,40.81371,-73.95585,Private room,85,6,130,1.42,2,97
43847,Brooklyn,40.686820000000004,-73.93493000000001,Entire home/apt,130,29,1,1.0,2,283
45152,Brooklyn,40.68758,-73.9195,Entire home/apt,94,4,3,1.8,1,9
31485,Brooklyn,40.65871,-73.9789,Entire home/apt,125,3,15,1.15,1,65
41405,Manhattan,40.70795,-74.01046,Entire home/apt,247,2,9,2.13,327,263
36151,Brooklyn,40.71304,-73.95235,Private room,60,2,23,2.46,4,60
28508,Queens,40.68857,-73.75488,Private room,50,2,23,1.4,4,348
21769,Manhattan,40.81108,-73.94682,Entire home/apt,85,2,2,0.08,1,0
9269,Brooklyn,40.687740000000005,-73.9155,Entire home/apt,110,29,103,2.16,1,222
24847,Queens,40.69956,-73.89801,Entire home/apt,80,4,5,0.21,1,0
36809,Brooklyn,40.65116,-73.97881,Entire home/apt,125,5,2,0.27,1,0
28185,Brooklyn,40.69871,-73.9361,Private room,80,3,2,0.1,1,0
8839,Brooklyn,40.7154,-73.93866,Entire home/apt,295,30,6,0.13,1,0
487,Manhattan,40.7932,-73.94006999999999,Entire home/apt,79,2,15,0.16,1,0
3924,Brooklyn,40.726690000000005,-73.9419,Entire home/apt,129,30,9,0.16,52,325
22806,Queens,40.755559999999996,-73.81205,Private room,47,2,79,3.15,10,346
18549,Queens,40.748290000000004,-73.93253,Entire home/apt,100,2,1,0.03,1,0
21031,Manhattan,40.806740000000005,-73.94145999999999,Private room,91,1,4,0.14,1,0
33777,Manhattan,40.72271,-73.99412,Private room,109,1,2,0.17,8,0
43076,Brooklyn,40.685990000000004,-73.93005,Entire home/apt,100,1,5,1.58,1,0
9890,Manhattan,40.791,-73.9722,Private room,103,5,42,1.49,1,221
3606,Brooklyn,40.682320000000004,-73.92746,Entire home/apt,185,2,159,3.2,1,348
23602,Manhattan,40.76168,-73.99144,Entire home/apt,160,4,1,0.04,1,0
34127,Brooklyn,40.67745,-73.91954,Entire home/apt,158,2,8,0.69,1,0
30530,Manhattan,40.80076,-73.96236,Private room,105,2,38,2.38,1,300
30581,Brooklyn,40.66561,-73.94156,Private room,42,4,36,2.34,2,292
6111,Manhattan,40.788340000000005,-73.9472,Private room,65,2,219,3.88,2,35
10480,Brooklyn,40.67872,-73.98286,Private room,119,1,171,3.82,8,236
17820,Manhattan,40.72738,-74.00018,Private room,79,1,161,4.43,1,125
40567,Brooklyn,40.6789,-73.91014,Entire home/apt,80,2,8,2.12,1,0
32407,Brooklyn,40.669059999999995,-73.99047,Entire home/apt,200,2,41,3.3,1,246
15860,Manhattan,40.72817,-73.98040999999999,Private room,150,2,18,0.47,1,0
29857,Queens,40.69665,-73.85114,Entire home/apt,50,4,1,0.06,1,0
33768,Queens,40.74136,-73.92475999999999,Private room,80,1,27,2.4,9,309
32580,Queens,40.7054,-73.90233,Private room,100,1,9,0.68,3,90
39727,Brooklyn,40.67452,-73.96618000000001,Private room,55,2,4,0.65,1,0
34455,Manhattan,40.75313,-74.00235,Private room,120,1,4,0.56,1,5
3616,Brooklyn,40.69112,-73.95203000000001,Private room,80,3,90,1.39,1,199
13519,Manhattan,40.72354,-73.99333,Private room,84,1,1,0.3,8,0
23699,Manhattan,40.84437,-73.94328,Private room,70,3,2,0.53,1,173
14131,Brooklyn,40.60729,-74.00117,Private room,68,2,39,1.1,1,0
38949,Brooklyn,40.65074,-73.92945,Entire home/apt,75,6,2,0.3,1,24
8534,Brooklyn,40.67569,-73.95563,Entire home/apt,150,5,15,0.34,1,342
40194,Queens,40.689409999999995,-73.75116,Private room,42,2,12,2.4,3,365
22520,Brooklyn,40.645379999999996,-73.954,Entire home/apt,86,14,1,0.04,3,349
21339,Manhattan,40.7771,-73.94996,Entire home/apt,240,31,5,0.34,33,289
32253,Manhattan,40.72765,-73.98669,Entire home/apt,200,2,20,1.47,1,53
25148,Brooklyn,40.66955,-73.93576,Entire home/apt,199,4,7,0.34,9,89
8377,Brooklyn,40.69528,-73.93079,Entire home/apt,85,1,208,4.14,4,197
26999,Manhattan,40.777,-73.94861,Entire home/apt,115,3,38,1.81,1,0
10836,Brooklyn,40.69795,-73.92161999999999,Private room,110,1,2,0.04,1,0
11572,Manhattan,40.7449,-73.99167,Entire home/apt,109,30,1,0.03,121,184
33547,Manhattan,40.72235,-73.98765999999999,Entire home/apt,125,3,1,0.09,1,0
15191,Manhattan,40.712509999999995,-73.9889,Private room,60,3,8,0.21,1,0
7888,Manhattan,40.85882,-73.92896999999999,Entire home/apt,65,4,38,0.79,1,307
43997,Brooklyn,40.71963,-73.94149,Private room,75,2,10,3.85,2,62
44463,Brooklyn,40.674279999999996,-73.97559,Entire home/apt,150,3,4,2.73,1,130
20279,Queens,40.7617,-73.89134,Entire home/apt,165,2,32,1.03,1,55
38142,Brooklyn,40.6991,-73.92338000000001,Private room,50,1,7,0.93,1,0
7830,Brooklyn,40.68085,-73.88895,Entire home/apt,79,1,91,1.81,2,255
40171,Brooklyn,40.64311,-73.9472,Private room,48,1,3,0.49,5,0
5633,Brooklyn,40.686409999999995,-73.94735,Private room,52,2,29,0.5,4,335
4401,Brooklyn,40.71593,-73.95642,Entire home/apt,210,3,4,0.11,2,0
3959,Queens,40.76122,-73.91163,Entire home/apt,125,1,13,0.22,1,0
32282,Brooklyn,40.70361,-73.942,Entire home/apt,150,2,5,0.4,2,0
10383,Manhattan,40.73523,-73.98668,Private room,160,2,53,1.16,2,344
23356,Brooklyn,40.63993,-73.98209,Private room,50,2,118,4.66,2,45
16217,Manhattan,40.770790000000005,-73.95949,Entire home/apt,100,2,2,0.05,1,0
29090,Manhattan,40.749790000000004,-73.97551,Entire home/apt,111,30,1,0.32,50,317
7207,Manhattan,40.773109999999996,-73.98606,Private room,125,3,124,2.32,3,347
8469,Manhattan,40.797259999999994,-73.9329,Entire home/apt,100,30,12,0.25,15,342
42299,Brooklyn,40.70754,-73.94151,Private room,42,3,3,1.3,2,5
43598,Manhattan,40.74922,-73.9968,Private room,99,1,4,1.5,20,168
34911,Manhattan,40.71714,-73.99815,Private room,80,2,65,6.35,1,12
7337,Manhattan,40.76235,-73.96005,Entire home/apt,185,30,9,0.18,34,342
39246,Brooklyn,40.67179,-73.95363,Entire home/apt,125,3,18,2.61,1,96
17464,Manhattan,40.74601,-74.00028,Private room,135,2,2,1.2,1,336
23448,Brooklyn,40.617670000000004,-73.99176,Private room,42,8,26,1.04,1,43
1465,Brooklyn,40.64573,-73.98013,Private room,72,1,48,0.59,1,312
26296,Brooklyn,40.641040000000004,-73.96337,Private room,45,2,45,2.06,4,17
25479,Manhattan,40.82744,-73.94707,Private room,50,2,86,4.01,1,97
47310,Manhattan,40.82178,-73.93946,Private room,51,1,1,1.0,1,45
6629,Brooklyn,40.70936,-73.94109,Private room,75,3,125,3.26,1,134
35178,Brooklyn,40.69247,-73.91196,Private room,46,5,1,0.11,1,0
32161,Manhattan,40.79714,-73.93685,Entire home/apt,112,1,66,4.78,1,16
22427,Manhattan,40.79487,-73.96555,Entire home/apt,100,3,3,0.11,1,0
18989,Brooklyn,40.71111,-73.96299,Entire home/apt,150,4,12,0.37,1,5
22011,Queens,40.6809,-73.78196,Private room,50,1,173,6.15,2,365
34037,Brooklyn,40.686840000000004,-73.98167,Private room,80,2,6,0.53,1,0
11205,Queens,40.77442,-73.91465,Private room,75,2,4,0.12,1,0
27793,Manhattan,40.786390000000004,-73.94869,Entire home/apt,108,3,1,0.05,1,0
29612,Manhattan,40.77207,-73.95599,Entire home/apt,150,60,6,0.36,3,33
315,Manhattan,40.80276,-73.9567,Entire home/apt,250,14,31,0.31,1,78
34445,Manhattan,40.824690000000004,-73.94176,Entire home/apt,120,2,25,2.43,1,180
42115,Bronx,40.889990000000004,-73.86008000000001,Private room,75,2,11,3.17,1,54
29428,Brooklyn,40.641729999999995,-73.96696,Private room,54,2,96,5.43,1,130
3428,Manhattan,40.73075,-74.00238,Entire home/apt,110,45,21,0.31,1,0
34090,Brooklyn,40.71171,-73.96300000000001,Entire home/apt,200,4,3,0.31,1,0
16166,Brooklyn,40.690290000000005,-73.91899000000001,Shared room,75,1,25,0.66,1,155
12641,Brooklyn,40.667590000000004,-73.99009000000001,Entire home/apt,120,3,152,3.6,3,180
35822,Manhattan,40.709990000000005,-74.01100000000001,Private room,179,7,9,0.97,13,349
1797,Queens,40.73842,-73.87609,Private room,45,3,125,1.57,3,208
23281,Bronx,40.87063,-73.84895999999999,Private room,70,1,3,0.12,2,0
19026,Manhattan,40.82158,-73.95591999999999,Entire home/apt,300,4,69,2.05,1,110
35838,Brooklyn,40.6816,-73.93281999999999,Entire home/apt,75,5,4,0.44,1,0
12546,Brooklyn,40.669309999999996,-73.9555,Private room,55,5,5,0.12,1,0
18102,Manhattan,40.74702,-73.97563000000001,Private room,100,1,11,0.31,1,0
23208,Manhattan,40.75023,-73.97664,Entire home/apt,195,30,1,0.05,50,365
36444,Queens,40.77145,-73.9125,Entire home/apt,150,3,37,4.1,2,7
27818,Manhattan,40.72456,-73.98764,Entire home/apt,125,5,3,0.16,1,0
7425,Manhattan,40.81777,-73.95753,Entire home/apt,80,5,2,0.06,1,0
4778,Brooklyn,40.71649,-73.96166,Entire home/apt,285,1,89,1.47,2,110
36346,Bronx,40.86777,-73.88396999999999,Private room,90,1,2,0.22,1,362
23577,Brooklyn,40.66744,-73.98798000000001,Private room,80,2,50,1.98,1,86
11328,Brooklyn,40.7057,-73.94258,Entire home/apt,170,1,8,0.19,2,0
42416,Queens,40.75157,-73.87639,Private room,45,2,6,1.54,6,66
40026,Brooklyn,40.67637,-73.91351999999999,Private room,60,1,6,1.5,1,327
37131,Brooklyn,40.68723,-73.97369,Entire home/apt,128,1,31,4.23,1,13
39046,Brooklyn,40.70922,-73.94255,Private room,55,2,2,0.32,1,0
2714,Manhattan,40.80533,-73.94665,Entire home/apt,175,1,152,4.54,3,248
16733,Brooklyn,40.69539,-73.9285,Private room,55,7,7,0.19,1,0
3348,Manhattan,40.76273,-73.95866,Private room,120,1,12,0.19,2,206
9761,Brooklyn,40.69141,-73.934,Entire home/apt,101,4,54,1.14,1,0
396,Brooklyn,40.68569,-73.93038,Private room,99,2,38,0.54,2,307
6801,Queens,40.745129999999996,-73.8825,Private room,45,3,12,0.37,2,201
28268,Brooklyn,40.67068,-73.95764,Private room,43,1,5,0.26,1,0
40292,Queens,40.75731,-73.91489,Private room,65,1,22,4.93,5,119
45198,Manhattan,40.74411,-74.00166,Entire home/apt,245,3,4,2.55,1,152
28335,Manhattan,40.76583,-73.98087,Entire home/apt,200,1,1,0.05,2,0
16729,Manhattan,40.797470000000004,-73.94106,Entire home/apt,91,1,1,0.03,1,0
2185,Brooklyn,40.70798,-73.94263000000001,Entire home/apt,120,5,7,0.1,1,0
8149,Manhattan,40.78709,-73.94423,Private room,48,30,4,0.15,9,341
43108,Queens,40.71933,-73.7536,Private room,55,1,1,0.34,2,0
36778,Brooklyn,40.72291,-73.9487,Entire home/apt,122,2,38,4.44,2,211
26469,Brooklyn,40.7049,-73.92448,Private room,155,1,4,0.19,2,0
31820,Brooklyn,40.70012,-73.95082,Entire home/apt,130,3,2,0.16,1,3
37671,Brooklyn,40.68942,-73.95428000000001,Private room,55,1,4,0.53,1,0
24546,Manhattan,40.763020000000004,-73.96725,Entire home/apt,200,1,15,0.69,3,351
40864,Manhattan,40.803509999999996,-73.95822,Private room,85,1,18,3.62,1,92
35888,Brooklyn,40.66148,-73.93408000000001,Private room,89,1,1,0.59,6,365
36737,Brooklyn,40.663920000000005,-73.95994,Entire home/apt,110,1,52,5.98,1,81
32483,Brooklyn,40.722640000000006,-73.94272,Entire home/apt,150,1,14,1.17,1,0
11310,Brooklyn,40.70021,-73.92241,Private room,60,3,1,0.02,1,0
8201,Brooklyn,40.68851,-73.9574,Private room,60,3,9,0.18,1,0
36133,Brooklyn,40.66704,-73.87525,Private room,117,3,4,0.43,13,85
9297,Brooklyn,40.67921,-73.9603,Entire home/apt,125,2,31,0.67,1,0
27954,Queens,40.59722,-73.75936999999999,Private room,68,1,66,3.54,1,51
31152,Brooklyn,40.6856,-73.94388000000001,Private room,79,1,75,4.91,3,295
32055,Manhattan,40.72547,-73.98401,Entire home/apt,170,2,7,0.52,1,0
42494,Manhattan,40.71358,-73.99061999999999,Entire home/apt,199,3,7,1.88,1,49
10888,Brooklyn,40.72403,-73.94306,Private room,60,7,11,0.24,1,0
33018,Brooklyn,40.65287,-73.94861,Entire home/apt,200,2,27,2.3,2,217
28684,Manhattan,40.74566,-73.98125999999999,Entire home/apt,248,3,2,0.11,1,0
20544,Brooklyn,40.67306,-73.92334,Private room,49,2,34,1.11,5,29
21671,Manhattan,40.78007,-73.94803,Entire home/apt,125,3,30,1.08,1,4
10761,Brooklyn,40.628409999999995,-73.92591,Private room,130,4,3,0.07,5,364
20088,Manhattan,40.8013,-73.96669,Private room,85,7,14,0.51,1,0
41733,Manhattan,40.80584,-73.94066,Private room,79,1,16,7.38,2,93
18368,Brooklyn,40.68545,-73.93074,Private room,75,14,10,0.45,1,341
38227,Manhattan,40.72224,-73.99675,Entire home/apt,165,3,5,0.74,1,0
31731,Queens,40.70092,-73.90714,Private room,80,1,16,1.46,2,220
35323,Manhattan,40.79422,-73.94421,Entire home/apt,76,30,3,0.36,103,219
27464,Manhattan,40.83878,-73.94731,Private room,75,2,78,3.9,1,230
16926,Brooklyn,40.68988,-73.93136,Entire home/apt,85,5,42,1.27,1,52
31075,Brooklyn,40.68056,-73.94685,Entire home/apt,130,3,2,0.15,1,0
18858,Queens,40.7609,-73.92515999999999,Entire home/apt,125,5,2,0.06,1,0
21625,Manhattan,40.840990000000005,-73.93694,Private room,73,5,41,1.45,3,228
25646,Brooklyn,40.68867,-73.97192,Private room,74,7,3,0.25,1,49
35439,Manhattan,40.75759,-73.99006,Private room,45,3,72,6.99,3,86
7210,Brooklyn,40.68792,-73.97319,Entire home/apt,120,21,12,0.22,1,22
28253,Brooklyn,40.68165,-73.96006,Entire home/apt,110,3,15,0.83,1,3
25664,Brooklyn,40.70791,-73.93876999999999,Entire home/apt,97,1,2,0.09,1,0
15536,Manhattan,40.76093,-73.99014,Private room,100,5,8,0.21,1,0
3901,Manhattan,40.72916,-73.98021999999999,Private room,125,3,13,0.34,1,0
40342,Queens,40.70685,-73.73583,Private room,70,2,1,0.18,1,0
45382,Brooklyn,40.673790000000004,-73.95725999999999,Entire home/apt,149,3,7,4.2,1,299
6576,Manhattan,40.78032,-73.95249,Entire home/apt,200,30,9,0.21,9,332
40455,Queens,40.7702,-73.9261,Entire home/apt,130,1,9,4.22,2,162
176,Manhattan,40.737559999999995,-74.00405,Entire home/apt,170,3,86,0.8,1,246
23530,Brooklyn,40.6896,-73.9266,Private room,200,2,2,0.08,1,0
17188,Manhattan,40.76873,-73.95464,Entire home/apt,113,7,1,0.03,1,0
19952,Manhattan,40.7523,-73.97288,Private room,198,2,23,0.75,13,329
7678,Brooklyn,40.654090000000004,-73.96025,Private room,148,1,11,0.22,2,90
13480,Brooklyn,40.72034,-73.95478,Entire home/apt,135,2,18,0.42,1,0
13087,Manhattan,40.78366,-73.97899,Entire home/apt,179,2,5,0.12,1,0
37564,Bronx,40.86116,-73.86248,Entire home/apt,55,3,26,3.36,1,349
41046,Manhattan,40.83794,-73.94256,Private room,42,3,9,2.0,1,1
28973,Brooklyn,40.58486,-73.99004000000001,Entire home/apt,59,2,42,2.33,1,35
24469,Brooklyn,40.68591,-73.9863,Entire home/apt,275,2,2,0.09,1,0
8943,Brooklyn,40.70212,-73.9851,Entire home/apt,245,3,8,0.16,2,0
44276,Manhattan,40.70713,-74.01248000000001,Entire home/apt,228,2,1,0.46,327,353
10478,Brooklyn,40.7083,-73.95473,Private room,60,1,4,0.1,1,0
25186,Queens,40.756859999999996,-73.81326999999999,Private room,43,2,65,2.87,6,364
16142,Queens,40.772659999999995,-73.90268,Shared room,100,1,1,0.03,1,0
15733,Manhattan,40.7503,-73.98144,Entire home/apt,184,30,9,0.25,14,332
33838,Manhattan,40.72311,-73.99345,Private room,94,1,1,0.28,8,0
5810,Queens,40.73303,-73.79736,Entire home/apt,100,7,9,0.16,1,268
16157,Manhattan,40.77854,-73.95073000000001,Shared room,45,30,22,0.58,6,323
18894,Brooklyn,40.64004,-73.94933,Private room,50,1,43,1.26,2,266
42283,Manhattan,40.73226,-73.98983,Entire home/apt,250,2,12,3.16,1,32
35478,Brooklyn,40.66002,-73.9482,Entire home/apt,102,1,2,2.0,1,0
33192,Brooklyn,40.67503,-73.87357,Private room,120,2,22,1.77,4,40
8155,Brooklyn,40.58662,-73.94263000000001,Entire home/apt,83,3,29,0.58,1,227
9107,Manhattan,40.7984,-73.94776999999999,Entire home/apt,155,4,4,0.08,1,0
19409,Brooklyn,40.719229999999996,-73.94258,Entire home/apt,70,1,86,2.59,1,192
32130,Brooklyn,40.72717,-73.95688,Private room,100,4,1,0.08,1,0
8606,Brooklyn,40.68023,-73.91046999999999,Entire home/apt,189,2,92,1.95,2,239
16787,Manhattan,40.72057,-73.99185,Private room,80,5,27,0.73,1,0
10458,Manhattan,40.70726,-74.00593,Private room,120,2,128,2.74,1,246
38292,Manhattan,40.73045,-74.00265999999999,Private room,90,2,1,0.16,1,0
41748,Manhattan,40.74927,-73.9739,Entire home/apt,169,29,2,0.6,327,332
30533,Manhattan,40.753209999999996,-73.97131999999999,Entire home/apt,187,3,12,0.86,3,6
23139,Brooklyn,40.703359999999996,-73.92657,Entire home/apt,184,1,29,1.12,1,0
41814,Brooklyn,40.7041,-73.91688,Private room,55,2,5,4.69,3,317
36339,Manhattan,40.80702,-73.95334,Entire home/apt,270,2,12,1.34,1,365
29205,Brooklyn,40.71233,-73.94118,Private room,80,1,31,1.67,1,13
3914,Manhattan,40.72034,-74.01122,Entire home/apt,110,10,1,0.02,1,0
21313,Queens,40.74552,-73.88285,Private room,55,6,69,2.44,5,253
1440,Manhattan,40.72294,-73.99388,Entire home/apt,250,4,43,0.52,1,347
6023,Bronx,40.866820000000004,-73.85812,Private room,49,2,42,0.74,4,227
18343,Brooklyn,40.69494,-73.91298,Private room,45,3,101,2.89,2,60
7950,Brooklyn,40.67757,-73.94886,Entire home/apt,75,30,101,2.06,1,62
6167,Manhattan,40.78294,-73.98474,Entire home/apt,148,3,35,0.63,1,207
31063,Manhattan,40.83163,-73.94615,Private room,70,1,16,1.22,6,32
31817,Brooklyn,40.6921,-73.93398,Private room,59,1,97,7.08,1,25
46366,Manhattan,40.72375,-73.98949,Entire home/apt,175,5,1,1.0,1,8
1086,Manhattan,40.73357,-74.00723,Entire home/apt,174,2,269,3.15,2,167
35557,Manhattan,40.79912,-73.97064,Private room,95,1,11,1.11,1,0
45786,Manhattan,40.74561,-73.97784,Entire home/apt,135,14,1,1.0,1,2
3920,Brooklyn,40.6911,-73.92125,Entire home/apt,79,3,43,0.71,2,0
38200,Manhattan,40.76802,-73.9906,Private room,130,2,5,0.71,1,78
8249,Brooklyn,40.67194,-73.97247,Entire home/apt,152,3,1,0.02,1,0
7078,Manhattan,40.76645,-73.98539,Entire home/apt,150,4,15,0.41,1,5
20996,Manhattan,40.76585,-73.98507,Entire home/apt,175,3,15,0.57,2,0
31996,Manhattan,40.71175,-74.00763,Entire home/apt,200,2,4,0.45,1,0
23855,Brooklyn,40.68795,-73.99158,Entire home/apt,124,30,1,0.04,1,12
14196,Bronx,40.88214,-73.90847,Entire home/apt,99,3,1,0.07,1,311
17608,Manhattan,40.82508,-73.93884,Private room,70,1,14,0.38,1,0
25346,Brooklyn,40.60954,-73.95966,Entire home/apt,78,4,5,0.67,1,82
42157,Brooklyn,40.67803,-73.9102,Private room,75,1,17,4.51,4,227
3204,Manhattan,40.810559999999995,-73.943,Entire home/apt,140,2,322,4.71,1,258
23833,Manhattan,40.74808,-73.98172,Entire home/apt,200,5,10,1.41,1,52
6197,Brooklyn,40.7113,-73.94938,Private room,90,3,4,0.07,1,0
35932,Queens,40.7372,-73.92586,Private room,55,2,19,2.04,3,138
43509,Manhattan,40.75923,-73.99233000000001,Entire home/apt,225,4,2,0.77,1,44
1461,Manhattan,40.768029999999996,-73.98767,Entire home/apt,160,2,83,1.01,1,105
26694,Manhattan,40.761140000000005,-73.961,Entire home/apt,153,30,1,0.05,33,365
12564,Brooklyn,40.70435,-73.91646,Private room,65,1,2,0.06,1,0
29173,Manhattan,40.74989,-73.98231,Private room,100,3,31,1.8,1,0
9299,Brooklyn,40.64796,-73.89175999999999,Entire home/apt,110,2,38,0.81,2,290
24710,Queens,40.76791,-73.92246999999999,Entire home/apt,95,3,19,0.79,1,0
16952,Queens,40.74472,-73.91788000000001,Entire home/apt,110,1,37,1.0,1,74
4135,Brooklyn,40.70585,-73.92698,Private room,69,5,6,0.1,2,0
47676,Queens,40.750409999999995,-73.93760999999999,Entire home/apt,175,7,1,1.0,1,17
45703,Manhattan,40.72599,-74.00249000000001,Entire home/apt,268,3,1,1.0,2,178
21406,Queens,40.76123,-73.88597,Private room,75,5,69,2.45,1,67
31128,Brooklyn,40.711890000000004,-73.95355,Entire home/apt,200,2,43,2.8,1,102
10960,Brooklyn,40.67307,-73.97235,Entire home/apt,95,1,1,0.03,1,0
41609,Queens,40.74658,-73.92007,Private room,42,30,1,0.38,103,0
7422,Brooklyn,40.67049,-73.94176999999999,Private room,69,15,21,0.43,1,360
1022,Brooklyn,40.66626,-73.97933,Entire home/apt,160,1,145,1.76,2,257
18592,Manhattan,40.7619,-73.995,Private room,75,1,205,5.89,6,179
3809,Bronx,40.88579,-73.91599000000001,Entire home/apt,250,7,2,0.04,1,338
32630,Queens,40.758590000000005,-73.91334,Entire home/apt,90,3,37,3.22,1,127
11300,Manhattan,40.7182,-73.99562,Private room,63,1,52,1.14,2,276
650,Queens,40.7347,-73.88065999999999,Entire home/apt,79,4,60,0.64,2,297
26723,Manhattan,40.7613,-73.99155,Private room,155,1,58,2.72,4,304
1056,Queens,40.700540000000004,-73.90255,Entire home/apt,77,3,289,3.3,1,85
21498,Queens,40.74637,-73.7842,Private room,55,1,50,3.51,3,67
11075,Manhattan,40.75731,-73.98435,Private room,115,4,122,2.71,3,29
5250,Manhattan,40.73223,-74.00355,Entire home/apt,200,4,17,0.29,1,35
8220,Brooklyn,40.68363,-73.98011,Entire home/apt,150,2,63,1.26,1,0
15766,Manhattan,40.84848,-73.9343,Private room,75,2,167,4.6,3,310
46074,Manhattan,40.800979999999996,-73.94261,Entire home/apt,180,3,3,2.37,1,308
28555,Manhattan,40.72341,-73.98534000000001,Private room,130,4,25,1.35,1,0
5309,Brooklyn,40.68769,-73.93074,Private room,72,2,36,0.61,7,71
5137,Manhattan,40.775420000000004,-73.95437,Private room,73,4,48,0.8,5,153
13631,Brooklyn,40.632670000000005,-73.96199,Private room,175,2,6,0.22,1,178
35361,Manhattan,40.75622,-73.99405,Private room,100,1,12,1.19,1,89
1144,Brooklyn,40.67858,-73.98536999999999,Private room,125,31,17,0.2,2,331
10271,Manhattan,40.757090000000005,-73.96972,Entire home/apt,299,2,7,0.15,1,0
17448,Brooklyn,40.711040000000004,-73.96098,Entire home/apt,199,2,31,0.88,2,23
35532,Bronx,40.853609999999996,-73.85018000000001,Private room,85,5,5,0.49,5,365
15297,Brooklyn,40.6881,-73.96281,Private room,50,1,3,0.1,1,0
7573,Queens,40.74595,-73.88691,Private room,69,1,20,0.57,5,65
8510,Manhattan,40.817809999999994,-73.9347,Entire home/apt,75,2,15,0.32,1,0
30097,Brooklyn,40.68261,-73.95187,Private room,75,2,17,1.07,1,115
33805,Brooklyn,40.63985,-74.01094,Private room,65,2,10,0.85,5,186
6480,Brooklyn,40.68927,-73.94767,Private room,70,2,3,0.05,1,0
32410,Brooklyn,40.67737,-74.00733000000001,Entire home/apt,170,2,8,0.62,1,288
35765,Manhattan,40.804390000000005,-73.96393,Private room,130,4,37,4.16,1,38
22683,Manhattan,40.79126,-73.94663,Entire home/apt,195,2,87,3.29,1,213
36161,Brooklyn,40.634240000000005,-74.00556,Private room,58,1,12,1.3,7,364
24829,Queens,40.68558,-73.78018,Private room,65,1,8,0.42,4,155
38908,Brooklyn,40.68325,-73.90637,Entire home/apt,125,2,2,0.3,5,347
36040,Manhattan,40.8072,-73.94513,Private room,55,28,3,0.33,1,0
33394,Brooklyn,40.68812,-73.92353,Private room,115,3,2,0.17,1,0
5834,Brooklyn,40.68796,-73.97735,Entire home/apt,178,3,11,0.24,1,32
4231,Brooklyn,40.697070000000004,-73.93914000000001,Entire home/apt,68,30,3,0.09,1,0
3811,Brooklyn,40.693290000000005,-73.95607,Private room,75,3,5,0.08,2,334
3806,Manhattan,40.78103,-73.95069000000001,Entire home/apt,75,2,14,0.33,1,0
37329,Manhattan,40.71924,-73.98507,Private room,83,2,3,3.0,1,6
26091,Brooklyn,40.67785,-73.95085999999999,Entire home/apt,80,2,85,3.94,1,272
