,Bronx,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
11610,Brooklyn,40.69502,-73.9478,Entire home/apt,80,21,0.05,66
11616,Brooklyn,40.84497,-73.93934,Private room,80,1,4.7,365
11623,Brooklyn,40.68535,-73.96492,Private room,80,2,1.4,159
11649,Brooklyn,40.81928,-73.95398,Private room,80,2,0.36,72
11689,Brooklyn,40.67057,-73.77956,Entire home/apt,80,1,0.27,304
11742,Brooklyn,40.58023,-74.10725,Entire home/apt,80,3,2.55,50
11745,Brooklyn,40.82205,-73.95335,Private room,80,2,0.69,55
11840,Brooklyn,40.64896,-73.94317,Entire home/apt,80,3,1.45,78
11843,Brooklyn,40.7627,-73.98837,Private room,80,3,1.58,172
11886,Brooklyn,40.68144,-73.93429,Private room,80,5,0.9,340
11929,Brooklyn,40.83847,-73.94211,Private room,80,1,3.59,311
11932,Brooklyn,40.84111,-73.92513,Private room,80,2,3.86,338
11991,Brooklyn,40.6705,-73.77787,Entire home/apt,80,1,0.85,305
12023,Brooklyn,40.71365,-73.94822,Private room,80,4,0.36,36
12051,Brooklyn,40.70257,-73.98053,Private room,80,1,2.33,21
12085,Brooklyn,40.68722,-73.73254,Private room,80,5,1,83
12124,Brooklyn,40.71826,-73.98455,Private room,80,2,1.64,71
12141,Brooklyn,40.66847,-73.94981,Private room,80,5,0.72,312
12221,Brooklyn,40.82634,-73.95061,Private room,80,1,0.75,179
12233,Brooklyn,40.68054,-73.94129,Private room,80,4,0.12,104
12241,Brooklyn,40.68633,-73.93972,Entire home/apt,80,1,4.28,240
12264,Brooklyn,40.66744,-73.98798,Private room,80,2,1.98,86
12345,Brooklyn,40.74505,-73.89995,Private room,80,2,0.45,10
12356,Brooklyn,40.65185,-73.93388,Private room,80,2,0.04,158
12364,Brooklyn,40.71233,-73.9586,Private room,80,5,0.46,64
12382,Brooklyn,40.70684,-73.89474,Entire home/apt,80,7,0.11,190
12472,Brooklyn,40.81237,-73.95985,Private room,80,1,1.56,13
12477,Brooklyn,40.6746,-73.94652,Private room,80,1,0.22,365
12530,Brooklyn,40.71228,-73.9599,Private room,80,2,1.26,5
12578,Brooklyn,40.71619,-73.96126,Private room,80,3,0.36,13
12602,Brooklyn,40.67649,-73.96499,Private room,80,2,4.35,82
12712,Brooklyn,40.76554,-73.98245,Private room,80,1,1.93,6
12790,Brooklyn,40.81699,-73.86741,Private room,80,1,0.09,88
12826,Brooklyn,40.84102,-73.93822,Entire home/apt,80,3,1.55,28
12834,Brooklyn,40.71379,-73.94207,Private room,80,2,4.09,51
12859,Brooklyn,40.83914,-73.78158,Private room,80,1,1.33,358
12896,Brooklyn,40.81671,-73.94013,Private room,80,6,0,364
12925,Brooklyn,40.63652,-73.90015,Private room,80,5,0,90
12974,Manhattan,40.6758,-73.9415,Private room,80,5,0.51,2
13007,Manhattan,40.75815,-73.91143,Private room,80,3,1.5,154
13011,Manhattan,40.65004,-74.00108,Entire home/apt,80,3,2.19,195
13017,Manhattan,40.75704,-73.89006,Private room,80,1,1.19,95
13084,Manhattan,40.68438,-73.95688,Private room,80,2,2.73,116
13127,Manhattan,40.76143,-73.96103,Entire home/apt,80,30,0.14,311
13142,Manhattan,40.65593,-73.91798,Private room,80,7,0.26,206
13200,Manhattan,40.70644,-73.76072,Entire home/apt,80,1,4.45,71
13224,Manhattan,40.81876,-73.93974,Private room,80,1,0.17,179
13267,Manhattan,40.72443,-74.00141,Private room,80,5,1.39,336
13273,Manhattan,40.65556,-73.92926,Private room,80,3,0.45,341
13330,Manhattan,40.68156,-73.76844,Private room,80,1,0.85,177
13433,Manhattan,40.75895,-73.79196,Entire home/apt,80,2,3.83,115
13440,Manhattan,40.84711,-73.83039,Entire home/apt,80,2,3.04,56
13556,Manhattan,40.7623,-73.91645,Private room,80,2,1.18,364
13562,Manhattan,40.67785,-73.95086,Entire home/apt,80,2,3.94,272
13691,Manhattan,40.68833,-73.90691,Private room,80,3,2.79,336
13743,Manhattan,40.71913,-73.95041,Private room,80,30,0.14,324
13804,Manhattan,40.76139,-73.96222,Entire home/apt,80,30,0.26,272
13893,Manhattan,40.72269,-73.98862,Private room,80,3,1.1,28
14024,Manhattan,40.64162,-73.90915,Private room,80,3,0.05,364
14029,Manhattan,40.76174,-73.98306,Private room,80,3,5.42,137
14030,Manhattan,40.64126,-73.90953,Private room,80,3,0.05,364
14088,Manhattan,40.82706,-73.91779,Private room,80,1,0,88
14089,Manhattan,40.77221,-73.82401,Private room,80,2,1.76,122
14143,Manhattan,40.68826,-73.90933,Private room,80,1,2.07,207
14166,Manhattan,40.70766,-73.92039,Private room,80,1,1.74,12
14220,Manhattan,40.71873,-73.95535,Entire home/apt,80,2,0.88,12
14252,Manhattan,40.68709,-73.94147,Entire home/apt,80,2,3.52,248
14262,Manhattan,40.6611,-73.7683,Private room,80,1,19.75,26
14264,Manhattan,40.80169,-73.95154,Private room,80,3,1.64,39
14315,Manhattan,40.72625,-73.98404,Private room,80,1,0.52,97
14321,Manhattan,40.81865,-73.93684,Entire home/apt,80,1,4.44,47
14341,Manhattan,40.82587,-73.95102,Private room,80,2,1.74,65
14370,Manhattan,40.69094,-73.95144,Private room,80,3,0.27,65
14390,Manhattan,40.71079,-74.00934,Private room,80,30,0.32,339
14394,Manhattan,40.6247,-74.03094,Private room,80,3,0.05,363
14406,Manhattan,40.71359,-73.96553,Private room,80,1,0.25,17
14454,Manhattan,40.68639,-73.93263,Entire home/apt,80,3,0.41,229
14499,Manhattan,40.58747,-73.9587,Entire home/apt,80,1,2.11,28
14538,Manhattan,40.69001,-73.95136,Private room,80,3,0.11,5
14539,Manhattan,40.69102,-73.95132,Private room,80,3,0.16,88
14550,Manhattan,40.66578,-73.77301,Entire home/apt,80,1,10.86,307
14569,Manhattan,40.65532,-73.91793,Private room,80,7,0.36,364
14801,Manhattan,40.76561,-73.79576,Private room,80,2,0,3
14821,Manhattan,40.72977,-73.9525,Private room,80,5,1.28,95
14926,Manhattan,40.71162,-73.82799,Entire home/apt,80,2,0.05,340
14964,Manhattan,40.81462,-73.95047,Entire home/apt,80,6,0.1,31
15018,Manhattan,40.71261,-73.91429,Private room,80,2,2.08,68
15039,Manhattan,40.82258,-73.95368,Private room,80,4,3.65,102
15073,Manhattan,40.74632,-73.91299,Entire home/apt,80,1,0.21,1
15106,Manhattan,40.68962,-73.98489,Entire home/apt,80,4,4.71,4
15111,Manhattan,40.656,-73.89719,Entire home/apt,80,1,7.65,77
15159,Manhattan,40.71233,-73.94118,Private room,80,1,1.67,13
15184,Manhattan,40.77509,-73.95554,Private room,80,1,3.64,45
15210,Manhattan,40.66201,-73.84084,Entire home/apt,80,2,4.47,288
15252,Manhattan,40.71868,-73.95917,Private room,80,3,1,84
15269,Manhattan,40.86665,-73.8954,Entire home/apt,80,3,1.68,15
15304,Manhattan,40.70699,-73.94604,Private room,80,1,4.83,58
15395,Manhattan,40.76645,-73.91486,Private room,80,3,1.28,188
15417,Manhattan,40.66337,-73.88036,Entire home/apt,80,5,3.31,139
15470,Manhattan,40.64016,-73.94119,Private room,80,1,0.07,179
15473,Manhattan,40.6329,-73.92784,Entire home/apt,80,1,3.02,363
15562,Manhattan,40.76393,-73.86444,Private room,80,2,0.11,219
15575,Manhattan,40.65625,-73.91901,Private room,80,7,0.13,58
15576,Manhattan,40.65501,-73.91886,Private room,80,5,0.14,89
15613,Manhattan,40.84882,-73.90263,Private room,80,3,1.18,36
15631,Manhattan,40.76444,-73.86907,Private room,80,1,4.57,30
15656,Manhattan,40.7149,-73.80916,Entire home/apt,80,5,3.23,57
15658,Manhattan,40.80086,-73.93979,Entire home/apt,80,5,0.93,46
15664,Manhattan,40.77506,-73.95335,Shared room,80,1,0.06,170
15685,Manhattan,40.80541,-73.93658,Private room,80,1,3.74,180
15730,Manhattan,40.69273,-73.90719,Private room,80,3,0,140
15770,Manhattan,40.76525,-73.86715,Private room,80,1,0.28,78
15780,Manhattan,40.69012,-73.99221,Private room,80,1,0.87,2
15791,Manhattan,40.80899,-73.94225,Private room,80,4,0.06,365
15799,Manhattan,40.74085,-74.00379,Private room,80,4,2.24,20
15833,Manhattan,40.83452,-73.93143,Private room,80,2,2.07,17
15835,Manhattan,40.83593,-73.93004,Private room,80,2,1.81,17
15991,Manhattan,40.71735,-73.99956,Entire home/apt,80,1,4.54,183
15994,Manhattan,40.80386,-73.93618,Private room,80,1,3.41,178
16283,Manhattan,40.82829,-73.94691,Shared room,80,5,0,363
16303,Manhattan,40.68962,-73.93352,Private room,80,2,0.29,54
16316,Manhattan,40.71972,-73.94462,Entire home/apt,80,30,0.42,161
16323,Manhattan,40.79635,-73.94815,Private room,80,3,1.25,88
16375,Manhattan,40.67559,-73.99943,Private room,80,2,1.79,144
16422,Manhattan,40.79138,-73.9413,Private room,80,3,0.87,332
16443,Manhattan,40.71196,-73.95424,Private room,80,3,1,20
16501,Manhattan,40.7467,-73.92076,Private room,80,1,2.49,262
16522,Manhattan,40.71585,-73.99492,Private room,80,1,0.96,234
16559,Manhattan,40.69616,-73.93438,Private room,80,3,1.54,96
16574,Manhattan,40.68297,-73.95251,Private room,80,1,0,5
16617,Manhattan,40.81639,-73.94223,Private room,80,2,3.37,178
16628,Manhattan,40.81639,-73.94414,Private room,80,2,2.75,177
16641,Manhattan,40.77376,-73.90484,Private room,80,2,1.36,24
16675,Manhattan,40.79694,-73.96268,Private room,80,2,1.44,126
16702,Manhattan,40.69796,-73.93563,Entire home/apt,80,5,0.09,5
16710,Manhattan,40.82347,-73.95452,Private room,80,5,0.35,324
16720,Manhattan,40.70092,-73.90714,Private room,80,1,1.46,220
16734,Manhattan,40.66192,-73.96228,Entire home/apt,80,7,0.58,4
16746,Manhattan,40.79244,-73.94028,Private room,80,3,1.74,88
16803,Manhattan,40.67121,-73.77859,Private room,80,1,4.81,153
16832,Manhattan,40.69089,-73.94676,Private room,80,30,0.71,37
16851,Manhattan,40.65755,-73.92341,Entire home/apt,80,2,1.46,39
16858,Manhattan,40.67733,-73.78826,Private room,80,2,0,179
16912,Manhattan,40.57569,-73.95892,Private room,80,3,0.11,178
16971,Manhattan,40.80973,-73.9457,Private room,80,1,1.75,323
17111,Manhattan,40.69044,-73.92253,Private room,80,2,0.93,67
17114,Manhattan,40.75607,-73.90146,Private room,80,1,0.31,89
17118,Manhattan,40.68705,-73.92868,Private room,80,2,2.09,160
17126,Manhattan,40.82297,-73.95481,Private room,80,5,0.16,18
17146,Manhattan,40.86273,-73.83715,Entire home/apt,80,2,5.34,142
17199,Manhattan,40.76218,-73.88589,Private room,80,1,6.35,147
17213,Manhattan,40.71691,-73.86147,Entire home/apt,80,2,3.16,307
17222,Manhattan,40.72013,-73.98842,Private room,80,3,2.31,76
17364,Manhattan,40.71288,-73.74334,Entire home/apt,80,2,3.27,189
17405,Manhattan,40.72842,-73.99289,Private room,80,7,0.93,317
17436,Manhattan,40.80364,-73.95025,Private room,80,2,1.66,136
17444,Manhattan,40.70934,-74.01001,Private room,80,3,2.58,83
17492,Manhattan,40.69352,-73.80301,Private room,80,1,3.56,125
17526,Manhattan,40.69493,-73.97984,Private room,80,5,3.7,86
17711,Manhattan,40.76473,-73.95623,Private room,80,2,3.56,26
17785,Manhattan,40.76389,-73.9871,Shared room,80,1,4.76,225
17798,Manhattan,40.68581,-73.99586,Private room,80,7,4.49,285
17811,Manhattan,40.63705,-74.07722,Private room,80,1,0.34,29
17812,Manhattan,40.79657,-73.93913,Private room,80,1,3.89,110
17870,Manhattan,40.65695,-73.73617,Entire home/apt,80,1,8.69,300
17882,Manhattan,40.80718,-73.94907,Entire home/apt,80,2,0.38,1
17911,Manhattan,40.67502,-73.87277,Private room,80,2,1.76,41
17926,Manhattan,40.70772,-73.9118,Private room,80,2,0,88
17941,Manhattan,40.76117,-73.99169,Private room,80,22,0.09,187
17969,Manhattan,40.81225,-73.85502,Private room,80,1,1.48,365
18016,Manhattan,40.72694,-73.94868,Private room,80,3,0.41,55
18023,Manhattan,40.67193,-73.98152,Private room,80,2,2.09,294
18067,Manhattan,40.75492,-73.99563,Private room,80,7,0.66,329
18069,Manhattan,40.74122,-73.92223,Private room,80,1,0.93,346
18095,Manhattan,40.80705,-73.95582,Private room,80,2,4.92,13
18110,Manhattan,40.69444,-73.93247,Private room,80,20,0.78,154
18139,Manhattan,40.74136,-73.92476,Private room,80,1,2.4,309
18234,Manhattan,40.68253,-73.87457,Entire home/apt,80,5,2.14,43
18235,Manhattan,40.74503,-73.88761,Private room,80,1,0.29,317
18246,Manhattan,40.74521,-73.91353,Private room,80,1,1.74,330
18252,Manhattan,40.68237,-73.87291,Entire home/apt,80,5,1.93,60
18288,Manhattan,40.75648,-73.93389,Entire home/apt,80,3,4.15,209
18348,Manhattan,40.70596,-73.93847,Private room,80,2,2.71,365
18367,Manhattan,40.8212,-73.92859,Entire home/apt,80,3,3.79,280
18370,Manhattan,40.69359,-73.93911,Private room,80,2,0.26,82
18431,Manhattan,40.80714,-73.93747,Private room,80,1,3.04,193
18502,Manhattan,40.70442,-73.92752,Private room,80,2,2.71,361
18525,Manhattan,40.70747,-73.95304,Private room,80,3,0.61,282
18540,Manhattan,40.82958,-73.94184,Private room,80,1,0.11,364
18548,Manhattan,40.82962,-73.94212,Private room,80,1,1.04,357
18622,Manhattan,40.6905,-73.86117,Private room,80,3,0.36,342
18643,Manhattan,40.75749,-73.81983,Private room,80,1,2.87,365
18645,Manhattan,40.65473,-73.91846,Private room,80,7,0.16,365
18655,Manhattan,40.75212,-73.88248,Private room,80,4,0.3,175
18683,Manhattan,40.72239,-73.9821,Private room,80,3,2.09,9
18734,Manhattan,40.75902,-73.82099,Private room,80,1,2.69,189
18803,Manhattan,40.6294,-74.02258,Entire home/apt,80,3,4.5,8
18868,Manhattan,40.68517,-73.99545,Private room,80,7,4.98,311
18922,Manhattan,40.7594,-73.81971,Private room,80,1,1.9,362
18962,Manhattan,40.863,-73.90661,Private room,80,3,2.91,72
18977,Manhattan,40.71714,-73.99815,Private room,80,2,6.35,12
18984,Manhattan,40.65625,-73.9218,Private room,80,1,7,345
19100,Manhattan,40.67082,-73.92175,Entire home/apt,80,2,6,209
19101,Manhattan,40.75395,-73.87396,Private room,80,1,0.47,180
19134,Manhattan,40.84633,-73.83029,Private room,80,2,2.69,78
19162,Manhattan,40.7191,-73.95988,Private room,80,1,1.32,65
19239,Manhattan,40.69164,-73.93431,Entire home/apt,80,3,0.29,105
19257,Manhattan,40.82867,-73.94561,Private room,80,1,2.78,5
19283,Manhattan,40.85461,-73.92668,Entire home/apt,80,4,0.59,56
19294,Manhattan,40.67296,-73.79658,Private room,80,1,9.34,57
19295,Manhattan,40.6718,-73.79719,Private room,80,1,7.56,48
19340,Manhattan,40.64543,-73.96457,Private room,80,1,1.83,78
19349,Manhattan,40.58771,-73.966,Entire home/apt,80,2,1,229
19354,Manhattan,40.80313,-73.96745,Private room,80,3,0.16,3
19374,Manhattan,40.80656,-73.93709,Private room,80,2,1,181
19531,Manhattan,40.82293,-73.94249,Private room,80,2,1.29,238
19542,Manhattan,40.85035,-73.9325,Entire home/apt,80,2,2.98,41
19612,Manhattan,40.74707,-73.9235,Entire home/apt,80,30,0.44,109
19672,Manhattan,40.68279,-73.94805,Entire home/apt,80,7,0.44,14
19737,Manhattan,40.68062,-73.91251,Private room,80,5,1.28,354
19809,Manhattan,40.68987,-73.94484,Private room,80,4,0.15,325
19866,Manhattan,40.63284,-73.91149,Private room,80,2,1.15,5
19894,Manhattan,40.64349,-74.02347,Entire home/apt,80,14,0.24,184
19932,Manhattan,40.64682,-74.01515,Private room,80,2,0.16,65
19948,Manhattan,40.74511,-73.95293,Entire home/apt,80,4,1.25,24
19949,Manhattan,40.6752,-73.94829,Private room,80,1,2.73,11
19955,Manhattan,40.65241,-73.95088,Private room,80,2,5.5,34
19996,Manhattan,40.65644,-73.72817,Entire home/apt,80,1,1.79,116
20065,Manhattan,40.76035,-73.96045,Private room,80,4,1.3,156
20101,Manhattan,40.82365,-73.93786,Entire home/apt,80,10,1.9,95
20142,Manhattan,40.71849,-73.94165,Private room,80,3,0.8,6
20156,Manhattan,40.63994,-73.9516,Private room,80,1,0.48,179
20164,Manhattan,40.69303,-73.94183,Private room,80,1,1.82,64
20178,Manhattan,40.83693,-73.93643,Entire home/apt,80,1,2.59,28
20184,Manhattan,40.76322,-73.91132,Private room,80,1,0.76,85
20203,Manhattan,40.58001,-73.96266,Entire home/apt,80,1,5.71,303
20224,Manhattan,40.70951,-73.95443,Private room,80,3,0.12,8
20242,Manhattan,40.67175,-73.9436,Entire home/apt,80,4,1.86,29
20251,Manhattan,40.88453,-73.86273,Private room,80,2,2.2,188
20266,Manhattan,40.67855,-73.86961,Private room,80,1,0.42,1
20340,Manhattan,40.715,-73.98596,Private room,80,1,2.54,123
20378,Manhattan,40.82494,-73.9428,Private room,80,2,1.73,143
20399,Manhattan,40.80303,-73.96336,Private room,80,1,5.54,7
20550,Manhattan,40.81548,-73.95931,Private room,80,1,4.4,57
20561,Manhattan,40.67283,-73.9447,Private room,80,1,5.52,214
20620,Manhattan,40.617,-74.16485,Private room,80,1,3.4,362
20692,Manhattan,40.71204,-73.96541,Private room,80,4,0.48,7
20699,Manhattan,40.62625,-74.11109,Private room,80,1,3.49,80
20867,Manhattan,40.76332,-73.92478,Private room,80,5,2,29
20899,Manhattan,40.80434,-73.9649,Private room,80,1,3.53,8
20954,Manhattan,40.5939,-73.77361,Entire home/apt,80,7,0.94,87
20984,Manhattan,40.65155,-73.92907,Private room,80,1,2.76,162
21013,Manhattan,40.80728,-73.94619,Private room,80,1,7.83,8
21053,Manhattan,40.80307,-73.96386,Private room,80,1,4.78,9
21223,Manhattan,40.64608,-73.94738,Private room,80,1,8.99,35
21228,Manhattan,40.73123,-73.95664,Private room,80,5,0.16,22
21247,Manhattan,40.69306,-73.97084,Private room,80,2,1.86,189
21284,Manhattan,40.69287,-73.9432,Private room,80,2,2.94,257
21310,Manhattan,40.75068,-73.87739,Private room,80,2,2.5,57
21441,Manhattan,40.71436,-73.98856,Private room,80,1,0.77,151
21458,Manhattan,40.69356,-73.94537,Private room,80,2,2.17,3
21471,Manhattan,40.688,-73.97185,Entire home/apt,80,3,0.32,107
21486,Manhattan,40.75978,-73.91748,Private room,80,7,0.15,8
21597,Manhattan,40.71941,-74.00856,Private room,80,1,5.04,329
21667,Manhattan,40.67672,-73.95839,Private room,80,2,2.5,28
21694,Manhattan,40.73807,-74.00468,Private room,80,4,1.43,26
21736,Manhattan,40.71217,-73.94396,Private room,80,1,4.97,151
21746,Manhattan,40.88229,-73.84295,Private room,80,1,0,365
21809,Manhattan,40.66456,-73.95216,Private room,80,1,0,359
22163,Manhattan,40.76949,-73.89222,Private room,80,1,0,179
22176,Manhattan,40.67441,-73.95235,Private room,80,2,1.57,2
22177,Manhattan,40.74449,-73.83476,Private room,80,1,1.41,169
22238,Manhattan,40.7205,-73.94717,Entire home/apt,80,3,0.47,3
22257,Manhattan,40.7439,-73.83261,Private room,80,1,1.97,138
22268,Manhattan,40.74548,-73.8341,Private room,80,1,1.59,163
22270,Manhattan,40.74444,-73.83281,Private room,80,1,2.28,137
22318,Manhattan,40.67685,-73.94405,Entire home/apt,80,5,0.81,8
22353,Manhattan,40.70509,-73.92988,Private room,80,7,0.16,219
22455,Manhattan,40.76501,-73.92502,Private room,80,3,0.48,365
22486,Manhattan,40.84245,-73.93886,Private room,80,2,0.71,29
22553,Manhattan,40.76588,-73.95834,Private room,80,1,5.33,27
22554,Manhattan,40.76499,-73.95831,Private room,80,1,4.26,18
22561,Manhattan,40.70612,-74.01585,Private room,80,3,0,133
22578,Manhattan,40.68426,-73.87461,Private room,80,1,1.51,32
22614,Manhattan,40.76574,-73.9583,Private room,80,1,0.74,2
22616,Manhattan,40.75974,-73.83399,Private room,80,5,0,89
22659,Manhattan,40.7194,-73.96374,Private room,80,3,0.63,280
22667,Manhattan,40.7656,-73.98822,Shared room,80,1,2.67,48
22699,Manhattan,40.76481,-73.98724,Shared room,80,1,2.82,52
22700,Manhattan,40.76333,-73.98806,Shared room,80,1,5.82,22
22702,Manhattan,40.76546,-73.98712,Shared room,80,1,3.58,46
22706,Manhattan,40.86437,-73.86047,Private room,80,3,0.6,155
22743,Manhattan,40.68054,-73.91775,Private room,80,2,0,365
22817,Manhattan,40.69278,-73.76192,Entire home/apt,80,2,2.31,313
22830,Manhattan,40.69079,-73.93115,Private room,80,3,1.95,160
22860,Manhattan,40.75812,-73.87195,Entire home/apt,80,1,5.71,150
22903,Manhattan,40.67317,-73.94104,Private room,80,2,2.68,78
22973,Manhattan,40.82765,-73.95012,Private room,80,3,1.89,70
23043,Manhattan,40.73504,-73.87407,Private room,80,2,1.54,125
23046,Manhattan,40.68684,-73.79921,Entire home/apt,80,2,2.36,87
23068,Manhattan,40.6942,-73.92598,Private room,80,1,0.21,168
23084,Manhattan,40.71105,-73.94563,Private room,80,1,1,86
23101,Manhattan,40.82433,-73.91619,Entire home/apt,80,5,2.26,91
23135,Manhattan,40.65144,-73.94659,Private room,80,2,0,27
23161,Manhattan,40.68815,-73.91289,Entire home/apt,80,2,3.71,154
23181,Manhattan,40.82964,-73.94271,Entire home/apt,80,2,0.37,189
23182,Manhattan,40.8166,-73.9407,Private room,80,3,3.45,6
23192,Manhattan,40.84487,-73.90811,Private room,80,2,0.18,156
23194,Manhattan,40.81049,-73.95311,Private room,80,2,0,36
23247,Manhattan,40.73757,-73.95509,Entire home/apt,80,2,3.84,5
23276,Manhattan,40.66915,-73.95321,Private room,80,2,0,342
23308,Manhattan,40.6386,-73.93654,Private room,80,1,1.95,4
23327,Manhattan,40.68521,-73.95184,Entire home/apt,80,2,4.67,81
23345,Manhattan,40.67427,-73.94826,Private room,80,1,0.3,89
23362,Manhattan,40.66678,-73.78361,Private room,80,14,1.05,365
23383,Manhattan,40.84381,-73.90827,Entire home/apt,80,2,0,321
23425,Manhattan,40.79397,-73.972,Private room,80,3,2.47,334
23430,Manhattan,40.80272,-73.96916,Private room,80,5,0.65,188
23495,Manhattan,40.68442,-73.92441,Private room,80,3,1.41,179
23549,Manhattan,40.7337,-73.88363,Private room,80,3,0,364
23594,Manhattan,40.76474,-73.98924,Private room,80,1,5.73,183
23634,Manhattan,40.63886,-73.95228,Private room,80,2,0,88
23666,Manhattan,40.66287,-73.88553,Private room,80,2,1.14,363
23669,Manhattan,40.7386,-73.79248,Private room,80,1,7.6,29
23675,Manhattan,40.77783,-73.90662,Private room,80,1,1.29,358
23681,Manhattan,40.72026,-73.98787,Private room,80,20,0.48,3
23715,Manhattan,40.70298,-73.93834,Private room,80,1,0,5
23723,Manhattan,40.71268,-73.9472,Private room,80,1,3.03,102
23808,Manhattan,40.70458,-73.92888,Private room,80,2,0.63,14
23811,Manhattan,40.75318,-73.88404,Private room,80,2,1.06,157
23995,Manhattan,40.68194,-73.98033,Private room,80,3,2.23,89
24109,Manhattan,40.75836,-73.9175,Private room,80,2,3.26,51
24116,Manhattan,40.76575,-73.91366,Private room,80,1,4.53,313
24147,Manhattan,40.85326,-73.93813,Entire home/apt,80,3,0,12
24218,Manhattan,40.70084,-73.93033,Private room,80,1,0,341
24332,Manhattan,40.79887,-73.96343,Private room,80,1,13.13,16
24482,Manhattan,40.68299,-73.99928,Private room,80,2,3.42,160
24512,Manhattan,40.80252,-73.9547,Private room,80,1,4.21,177
24570,Manhattan,40.78365,-73.94723,Private room,80,3,2.4,50
24606,Manhattan,40.89981,-73.86684,Private room,80,2,1.84,70
24610,Manhattan,40.69583,-73.93051,Private room,80,4,0,263
24668,Manhattan,40.81058,-73.9069,Private room,80,5,0,179
24681,Manhattan,40.68133,-73.99944,Private room,80,2,5.5,154
24708,Manhattan,40.68624,-73.9144,Entire home/apt,80,30,0.5,317
24711,Manhattan,40.82575,-73.90993,Private room,80,1,0,365
24786,Manhattan,40.70106,-73.93895,Private room,80,30,0,342
